pmcid,registry_index,publication_pmid,publication_title,dataset/provenance__bleu,dataset/provenance__rougeL,dataset/provenance__meteor,dataset/provenance__bertscore,dataset/splits__bleu,dataset/splits__rougeL,dataset/splits__meteor,dataset/splits__bertscore,dataset/redundancy__bleu,dataset/redundancy__rougeL,dataset/redundancy__meteor,dataset/redundancy__bertscore,dataset/availability__bleu,dataset/availability__rougeL,dataset/availability__meteor,dataset/availability__bertscore,optimization/algorithm__bleu,optimization/algorithm__rougeL,optimization/algorithm__meteor,optimization/algorithm__bertscore,optimization/meta__bleu,optimization/meta__rougeL,optimization/meta__meteor,optimization/meta__bertscore,optimization/encoding__bleu,optimization/encoding__rougeL,optimization/encoding__meteor,optimization/encoding__bertscore,optimization/parameters__bleu,optimization/parameters__rougeL,optimization/parameters__meteor,optimization/parameters__bertscore,optimization/features__bleu,optimization/features__rougeL,optimization/features__meteor,optimization/features__bertscore,optimization/fitting__bleu,optimization/fitting__rougeL,optimization/fitting__meteor,optimization/fitting__bertscore,optimization/regularization__bleu,optimization/regularization__rougeL,optimization/regularization__meteor,optimization/regularization__bertscore,optimization/config__bleu,optimization/config__rougeL,optimization/config__meteor,optimization/config__bertscore,model/interpretability__bleu,model/interpretability__rougeL,model/interpretability__meteor,model/interpretability__bertscore,model/output__bleu,model/output__rougeL,model/output__meteor,model/output__bertscore,model/duration__bleu,model/duration__rougeL,model/duration__meteor,model/duration__bertscore,model/availability__bleu,model/availability__rougeL,model/availability__meteor,model/availability__bertscore,evaluation/method__bleu,evaluation/method__rougeL,evaluation/method__meteor,evaluation/method__bertscore,evaluation/measure__bleu,evaluation/measure__rougeL,evaluation/measure__meteor,evaluation/measure__bertscore,evaluation/comparison__bleu,evaluation/comparison__rougeL,evaluation/comparison__meteor,evaluation/comparison__bertscore,evaluation/confidence__bleu,evaluation/confidence__rougeL,evaluation/confidence__meteor,evaluation/confidence__bertscore,evaluation/availability__bleu,evaluation/availability__rougeL,evaluation/availability__meteor,evaluation/availability__bertscore
PMC3169429,11,19994907,Selective inhibition of DNA replicase assembly by a non-natural nucleotide: exploiting the structural diversity of ATP-binding sites.,0.0,0.022988505747126433,0.1001235567295812,0.43354111909866333,0.0,0.0,0.0,0.24981291592121124,,,,,0.0,0.0,0.0,0.25390592217445374,,,,,,,,,0.0,0.0,0.0,0.3344176709651947,,,,,0.0,0.0,0.03546099290780142,0.44814038276672363,0.0,0.0,0.014492753623188406,0.31911396980285645,,,,,,,,,0.0,0.0,0.0,0.2672567069530487,,,,,,,,,,,,,0.0,0.005763688760806916,0.012658227848101269,0.38905322551727295,0.0,0.0060790273556231,0.025510204081632657,0.32209086418151855,0.0,0.03048780487804878,0.09633911368015416,0.43559446930885315,,,,,,,,
PMC3009519,12,20122221,Computational prediction of type III secreted proteins from gram-negative bacteria.,0.0,0.04301075268817204,0.1582649472450176,0.4563165605068207,0.0,0.0423728813559322,0.15775034293552812,0.42503097653388977,,,,,0.0,0.0,0.021645021645021644,0.23731692135334015,0.0,0.012048192771084338,0.1283028455284553,0.41659480333328247,,,,,,,,,0.0,0.03669724770642203,0.09569377990430622,0.38857948780059814,0.0,0.12418300653594772,0.20706477247064142,0.5353479981422424,0.0,0.04697986577181209,0.09881422924901186,0.44190675020217896,,,,,,,,,0.01708475811026742,0.11924119241192412,0.2119551057143143,0.49101072549819946,0.0,0.04,0.08583690987124465,0.43956488370895386,,,,,0.0,0.22222222222222224,0.19607843137254904,0.48237067461013794,0.0,0.053763440860215055,0.10752688172043011,0.4318220913410187,0.0,0.011904761904761906,0.08438818565400845,0.37746044993400574,0.0,0.048780487804878044,0.13532763532763534,0.4412030577659607,0.0,0.06666666666666667,0.21112351190476192,0.4634888470172882,,,,
PMC3340366,13,22558141,Linking the epigenome to the genome: correlation of different features to DNA methylation of CpG islands.,0.0,0.029761904761904767,0.11177347242921014,0.45888784527778625,0.0,0.0816326530612245,0.14688601645123384,0.4558778703212738,,,,,0.02327934510569321,0.056818181818181816,0.15243531202435315,0.5058397650718689,,,,,,,,,,,,,0.0,0.02510460251046025,0.08595988538681949,0.38983628153800964,0.0,0.07317073170731707,0.16795865633074936,0.4682548940181732,,,,,,,,,,,,,0.0,0.08695652173913043,0.17564835233909704,0.4858291447162628,0.0,0.0125,0.08264462809917357,0.4175850749015808,,,,,0.0,0.01388888888888889,0.05263157894736843,0.40562009811401367,0.0,0.016901408450704227,0.09330172623389256,0.4014037549495697,0.0,0.007326007326007326,0.050377833753148624,0.3648829460144043,0.02394209138627849,0.13213213213213215,0.20647773279352227,0.5437471270561218,0.0,0.037037037037037035,0.1440720219000762,0.45749083161354065,,,,
PMC3292016,14,22408447,Using support vector machine and evolutionary profiles to predict antifreeze protein sequences.,0.0,0.0819672131147541,0.10101010101010101,0.49643582105636597,0.0,0.17218543046357615,0.2481475546855715,0.5152616500854492,,,,,,,,,0.0,0.008695652173913045,0.0679611650485437,0.4515093266963959,,,,,,,,,0.0,0.15609756097560976,0.2794340555458971,0.5338776707649231,0.0,0.12454212454212453,0.257934127745788,0.543332576751709,0.0,0.09665427509293681,0.20689655172413793,0.508041501045227,0.0,0.08860759493670886,0.26442244224422445,0.53825443983078,,,,,0.0,0.10215053763440858,0.2334968914851945,0.49604177474975586,0.0,0.05947955390334572,0.16765013601171797,0.4758182466030121,,,,,0.0,0.0,0.050675675675675685,0.38488924503326416,,,,,0.009173875881425665,0.024193548387096774,0.09915014164305949,0.38263189792633057,0.0,0.0502092050209205,0.16129032258064518,0.5003921389579773,0.0,0.0923076923076923,0.21041494435612082,0.5053101181983948,,,,
PMC3396452,15,22532634,"A CD4 T cell gene signature for early rheumatoid arthritis implicates interleukin 6-mediated STAT3 signalling, particularly in anti-citrullinated peptide antibody-negative disease.",0.0,0.04804804804804805,0.16181229773462782,0.46652302145957947,0.0,0.054982817869415807,0.0829764453961456,0.4256560802459717,,,,,0.0,0.2,0.08928571428571427,0.5199189782142639,0.0,0.09677419354838711,0.19950124688279305,0.4555792808532715,,,,,0.0,0.045454545454545456,0.15232974910394267,0.4775727689266205,0.0,0.0711111111111111,0.16666666666666669,0.4533473253250122,0.0,0.08264462809917356,0.2047244094488189,0.49581074714660645,0.0,0.04878048780487805,0.15046296296296297,0.4461916387081146,0.0,0.06666666666666667,0.03436426116838488,0.4156200587749481,,,,,0.0,0.08379888268156424,0.19514767932489452,0.4974581301212311,0.0,0.07643312101910828,0.0875,0.42323070764541626,0.0,0.08823529411764708,0.15734265734265734,0.4554198384284973,0.0,0.0,0.0574712643678161,0.4207669198513031,0.0,0.037333333333333336,0.12996941896024466,0.4874638617038727,0.0,0.03215434083601286,0.16546881453944656,0.4136486053466797,0.0,0.05442176870748299,0.16358463726884784,0.4628473222255707,0.0,0.08,0.2224573780129336,0.4681859314441681,,,,
PMC3542245,16,22913485,NetiNeti: discovery of scientific names from text using machine learning methods.,0.0,0.03856749311294766,0.13066489830689487,0.4594453275203705,0.0,0.04761904761904762,0.15833333333333335,0.4516756534576416,,,,,0.0,0.15384615384615385,0.1149425287356322,0.5066021084785461,0.0,0.0,0.0176678445229682,0.31911060214042664,,,,,,,,,0.0,0.03319502074688796,0.11299435028248589,0.39116206765174866,0.0,0.06153846153846154,0.1373182552504039,0.4650324881076813,0.0,0.08945686900958466,0.23995031616982843,0.52705979347229,0.0,0.0,0.07575757575757576,0.5253154039382935,,,,,0.0,0.07492795389048991,0.15513126491646778,0.4565408229827881,0.0,0.05405405405405405,0.233947237431558,0.44189098477363586,,,,,0.0,0.0,0.006485084306095979,0.3292274475097656,0.0,0.0,0.024213075060532694,0.3231916129589081,0.0,0.02608695652173913,0.06702412868632708,0.39543360471725464,0.0,0.03558718861209964,0.109375,0.49206286668777466,0.0,0.015748031496062992,0.00819000819000819,0.36329159140586853,,,,
PMC4380029,18,,DISOPRED3: precise disordered region predictions with annotated protein-binding activity,0.28455688175992855,0.39926062846580407,0.4804053777300385,0.7247337102890015,0.2519883911903532,0.41423948220064727,0.7631184207597979,0.7166205644607544,0.0,0.016853932584269662,0.06864988558352403,0.403809130191803,0.0,0.07792207792207792,0.15822784810126583,0.5028594732284546,0.0,0.03636363636363637,0.18347723704866561,0.48505449295043945,0.0,0.019417475728155338,0.08060281453476162,0.39712750911712646,0.01409970128293841,0.08579088471849865,0.20410711541416943,0.5478146076202393,,,,,0.0,0.024390243902439022,0.07299270072992702,0.4048306941986084,,,,,0.0,0.030534351145038167,0.0617283950617284,0.3803957402706146,,,,,0.0,0.04918032786885246,0.16137569682675815,0.48199567198753357,0.0,0.06862745098039215,0.25043960142803856,0.49691247940063477,,,,,0.0,0.04477611940298507,0.07575757575757576,0.4493616223335266,0.0,0.05866666666666667,0.14910536779324057,0.4467739462852478,0.0,0.10204081632653061,0.2849438902743143,0.4916345775127411,0.0,0.0392156862745098,0.2163774845226458,0.5322285890579224,,,,,0.0,0.2,0.33179012345679015,0.5721852779388428
PMC3912131,19,24498380,Machine Learning Techniques Accurately Classify Microbial Communities by Bacterial Vaginosis Characteristics,0.0,0.17589576547231273,0.2746679699308733,0.5058937668800354,0.0,0.22900763358778625,0.22944550669216063,0.5582903027534485,0.0,0.03973509933774834,0.091324200913242,0.4040219485759735,0.0,0.0851063829787234,0.042194092827004225,0.4574960470199585,0.0,0.08542713567839197,0.23549945244055073,0.4875638484954834,,,,,0.0,0.02035623409669211,0.08460236886632828,0.39453598856925964,0.046920632114690296,0.13125,0.26023355540456344,0.5043095946311951,0.0,0.1148036253776435,0.2935885758954467,0.5243741273880005,0.0,0.05357142857142857,0.17734863750322175,0.4858317971229553,0.0,0.0625,0.14301915322580647,0.5124975442886353,0.0,0.032362459546925564,0.08849557522123896,0.38600221276283264,0.0,0.0694006309148265,0.14442916093535077,0.4465940296649933,,,,,0.09407544285249972,0.2717391304347826,0.4525212957960202,0.6214957237243652,0.0,0.0898876404494382,0.13333333333333336,0.44374510645866394,0.0,0.1268882175226586,0.2269861286254729,0.5200154185295105,0.04033716504394787,0.15343915343915343,0.3895162125764012,0.5846932530403137,0.0,0.10702341137123746,0.22185940610258229,0.48610928654670715,0.0,0.01680672268907563,0.05133470225872691,0.38283735513687134,0.0,0.0,0.10416666666666666,0.5574966073036194
PMC4058174,20,24977146,enDNA-Prot: identification of DNA-binding proteins by applying ensemble learning.,0.0,0.01384083044982699,0.066815144766147,0.4354695975780487,0.0,0.06477732793522267,0.15845070422535212,0.4818616211414337,,,,,,,,,0.0,0.14754098360655737,0.17482517482517482,0.4876616597175598,0.0,0.023076923076923075,0.09259259259259262,0.42553457617759705,0.0,0.12807881773399013,0.15432098765432098,0.5050481557846069,,,,,0.0,0.011299435028248588,0.058139534883720936,0.40761226415634155,,,,,,,,,,,,,,,,,0.0,0.0091324200913242,0.019379844961240313,0.3763327896595001,,,,,,,,,0.0,0.00865800865800866,0.0,0.34191522002220154,0.0,0.011142061281337047,0.04395604395604396,0.3392532169818878,0.0,0.06289308176100629,0.12195121951219513,0.43517616391181946,,,,,,,,
PMC3967921,21,24675637,An integrated model of multiple-condition ChIP-Seq data reveals predeterminants of Cdx2 binding.,0.0,0.01201201201201201,0.05617977528089889,0.455235093832016,0.0,0.0373134328358209,0.07425742574257427,0.4265489876270294,,,,,0.028658514030905042,0.06976744186046512,0.19125683060109291,0.4896254241466522,0.0,0.00980392156862745,0.04285714285714286,0.4206383526325226,,,,,0.0,0.0379746835443038,0.09821428571428571,0.47329050302505493,0.0,0.062305295950155756,0.18229166666666666,0.5157709121704102,0.0,0.030927835051546396,0.08012820512820513,0.4580444097518921,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.09615384615384616,0.13953488372093023,0.4291178286075592,0.0,0.04807692307692307,0.06912442396313365,0.4057621359825134,0.0,0.012903225806451615,0.025252525252525256,0.30533367395401,0.0,0.0,0.016891891891891893,0.33554717898368835,0.0,0.036923076923076927,0.07547169811320757,0.42637062072753906,,,,
PMC4289375,22,25404408,What do all the (human) micro-RNAs do?,0.0,0.0606060606060606,0.17628104698042657,0.511669933795929,0.0,0.0,0.0,0.35837873816490173,,,,,,,,,0.0,0.07446808510638299,0.14874141876430205,0.4703432321548462,,,,,0.0,0.0,0.0,0.27347639203071594,,,,,0.0,0.06169665809768638,0.13563501849568435,0.4884110391139984,,,,,,,,,,,,,0.0,0.02777777777777778,0.14081053859202716,0.4259868562221527,0.0,0.012232415902140675,0.07954545454545456,0.3988283574581146,,,,,0.0,0.0392156862745098,0.08438818565400845,0.4183407425880432,0.0,0.04,0.0888888888888889,0.444265216588974,0.0,0.007936507936507936,0.061349693251533756,0.32852625846862793,0.0,0.018099547511312215,0.09404388714733541,0.3917982876300812,,,,,,,,
PMC4315436,25,25646976,Exploring bacterial organelle interactomes: a model of the protein-protein interaction network in the Pdu microcompartment.,0.0,0.09868421052631579,0.18987198544054734,0.5025269389152527,0.0,0.060000000000000005,0.16129032258064518,0.4006580412387848,0.0,0.0,0.022831050228310504,0.3583545982837677,0.0,0.3076923076923077,0.19230769230769232,0.48457661271095276,0.0,0.04975124378109452,0.18306636155606407,0.4622498154640198,0.0,0.05555555555555555,0.028985507246376812,0.4293958246707916,0.0,0.03908794788273615,0.09911894273127754,0.4563114047050476,0.0,0.1342281879194631,0.1986754966887417,0.49972179532051086,0.0,0.041237113402061855,0.17052283653846156,0.4193134903907776,0.0,0.05787781350482315,0.1273344651952462,0.4682559669017792,0.0,0.0,0.0,0.20452383160591125,0.0,0.023880597014925373,0.08988764044943821,0.41853711009025574,0.0,0.026178010471204185,0.10291595197255578,0.42018336057662964,0.0,0.03508771929824561,0.12843038821954486,0.38441604375839233,,,,,0.0,0.0,0.016949152542372885,0.36723291873931885,0.0,0.016064257028112452,0.03267973856209151,0.3325573205947876,0.0,0.008438818565400845,0.06153846153846155,0.28607144951820374,0.0,0.07407407407407407,0.15463917525773196,0.45383310317993164,0.0,0.01212121212121212,0.05000000000000001,0.3530760109424591,,,,
PMC4315323,26,25783485,Performance of case-control rare copy number variation annotation in classification of autism.,0.0,0.042105263157894736,0.06726457399103139,0.4180235266685486,0.0,0.017699115044247787,0.031055900621118012,0.33412060141563416,,,,,,,,,0.0,0.009900990099009901,0.020576131687242802,0.3270481824874878,,,,,,,,,0.0,0.04132231404958677,0.09765625000000001,0.3735688626766205,,,,,,,,,,,,,,,,,0.0,0.014814814814814815,0.0,0.2473231554031372,,,,,,,,,,,,,,,,,0.0,0.017964071856287425,0.056561085972850686,0.40349581837654114,0.0,0.06896551724137931,0.1790281329923274,0.48107075691223145,0.0,0.012738853503184712,0.027548209366391192,0.3326192796230316,,,,
PMC4606520,27,26495028,KIR Genes and Patterns Given by the A Priori Algorithm: Immunity for Haematological Malignancies.,0.0,0.04123711340206186,0.06622516556291391,0.35879096388816833,0.0,0.1818181818181818,0.08333333333333333,0.44605913758277893,,,,,0.0,0.0,0.0,0.3572799563407898,0.0,0.008810572687224669,0.01805054151624549,0.38192006945610046,,,,,,,,,0.0,0.013937282229965157,0.028571428571428577,0.33265334367752075,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.26970022916793823,0.0,0.0,0.0,0.28893348574638367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMC4589233,28,26422234,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,0.0,0.03539823008849557,0.05988023952095809,0.3889999985694885,,,,,,,,,0.039423637229705565,0.13793103448275862,0.17482517482517484,0.4820694923400879,0.0,0.013986013986013986,0.061349693251533756,0.3355647027492523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.014388489208633093,0.059904153354632596,0.26962199807167053,,,,,,,,,0.0,0.02777777777777778,0.051813471502590684,0.37423157691955566,,,,,,,,,0.0,0.0,0.0,0.3219594359397888,,,,,,,,
