PMCID,DOI,Field,Category,CopilotValue,HumanValue,CopilotHasNumericOrPercent,HumanHasNumericOrPercent,NumericOrPercentPresence,NumericOrPercentComparable,NumericMatch,PercentMatch,DirectNumericPercentMatch,CopilotMissingMode,HumanStrongNegative,NeiRelevant,NeiScore,NeiRule,CopilotYesNo,HumanYesNo,YesNoRelevant,YesNoComparable,YesNoScore,YesNoRule,CopilotUrlCount,HumanUrlCount,UrlRelevant,UrlComparable,UrlScore,UrlRule
PMC10174551,10.1371/journal.pcbi.1011001,dataset/provenance,dataset,"* **Data Source Name**:
  * **n9k-train**: Not enough information is available.
  * **n9k-novel**: Not enough information is available.
  * **gut**: Not enough information is available.
  * **skin**: Not enough information is available.
  * **oral**: Not enough information is available.
  * **marine**: Not enough information is available.
  * **plant**: Not enough information is available.
  * **UHGG**: Not enough information is available.
  * **TwinsUK**: Not enough information is available.
  * **Animal-gut**: Not enough information is available.
  * **Pinnell2019**: Not enough information is available.
  * **Mantri2021**: Not enough information is available.
  * **MarineMetagenomeDB**: Not enough information is available.
  * **CAMI2 marine**: https://frl.publisso.de/data/frl:6425521/marine/
  * **CAMI2 plant-associated**: https://frl.publisso.de/data/frl:6425521/plant_associated/
  * **TerrestrialMetagenomeDB**: Not enough information is available.

* **Total Data Points**:
  * **n9k-train**: 52.5M contigs.
  * **n9k-novel**: 6.8M contigs.
  * **gut**: 0.44M contigs.
  * **skin**: 0.32M contigs.
  * **oral**: 0.41M contigs.
  * **marine**: 1.0M contigs.
  * **plant**: 1.0M contigs.
  * **UHGG**: Not enough information is available.
  * **TwinsUK**: Not enough information is available.
  * **Animal-gut**: Not enough information is available.
  * **Pinnell2019**: Not enough information is available.
  * **Mantri2021**: Not enough information is available.
  * **MarineMetagenomeDB**: Not enough information is available.
  * **TerrestrialMetagenomeDB**: Not enough information is available.

* **Previous Use**:
  * **n9k-train**: No.
  * **n9k-novel**: No.
  * **gut**: No.
  * **skin**: No.
  * **oral**: No.
  * **marine**: No.
  * **plant**: No.
  * **UHGG**: Yes. Cited as [11].
  * **TwinsUK**: Yes. Cited as [27].
  * **Animal-gut**: Yes. Cited as [28].
  * **Pinnell2019**: Yes. Cited as [29].
  * **Mantri2021**: Yes. Cited as [30].
  * **MarineMetagenomeDB**: Yes. Cited as [31].
  * **TerrestrialMetagenomeDB**: No.
  * **CAMI2 marine**: Not enough information is available.
  * **CAMI2 plant-associated**: Not enough information is available.","An existing database was the primary source of the data - Release 202 of the Genome Taxonomy Database (GTDB).
-18,000 reference genomes from the database were selected for further use.
-From this database the authors created a synthetic dataset comprised of bacterial and archaeal genomes with the simulation software 'Metagenome read simulation of multiple synthetic communities' (https://github.com/nick-youngblut/MGSIM).
-Illumina ART read simulator was used to generate paired-end Illumina reads of length 100 or 150 using either the default “Illumina HiSeq 2500” error profile or the “HiSeq2500L150R1/2” error profile used in CAMISIM.
-Information detailed with parameters of the simulation in 'Table 1. Parameter values used in the simulation pipeline.'",True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,mixed,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,dataset/splits,dataset,"* **Number of Splits**: 3 (Training, Testing, Validation).
* **Split Counts**:
  * Train: 9000
  * Test: 9000
  * Validation: 900 (10% of the training set)
* **Class Distribution**:
  * Training: The dataset was balanced by randomly selecting a 10% subset of correctly assembled contigs at every training epoch, resulting in a positive sample rate of 24%.
  * Testing: Not enough information is available.
  * Validation: Not enough information is available.","18,000 total reference genomes selected from GTDB. Of these:
-Test: 9000 reference genomes used 
-Training: 9000 reference genomes used

10% of the training dataset was used as a validation set for the model selection.",True,True,True,True,True,True,True,partial_missing,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,dataset/redundancy,dataset,"* **Redundancy Methodology**: The authors split the dataset at the family taxonomic level to ensure that all genomes in the test dataset belonged to families not present in the training dataset. Additionally, at most 50 genomes per species were included in the reference genome pool, with genomes selected at random. The pool was also filtered by CheckM-estimated completeness (>= 90%) and contamination (<= 5%).

* **Independent Sets**: Yes. The authors explicitly stated that the split was even, with 9000 genomes used for both training and testing, and that the test dataset contained families not present in the training dataset.

* **Independence Enforcement**: The independence was enforced by splitting the dataset at the family taxonomic level and limiting the number of genomes per species. Additionally, the pool was filtered by CheckM-estimated completeness and contamination.","The sets were split from the original 18,000 using a family taxonomic level split to divide these into training and test.

For redundancy reduction, max 50 genomes per species were included to avoid overfitting.

Random genome selection was used to divide the test and training in alignment with the 50 genomes max per species. 

",True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,dataset/availability,dataset,"* **Dataset Publicly Available**: Yes.

* **Dataset URL/License**:
  * **n9k-train and n9k-novel datasets**: http://ftp.tue.mpg.de/ebio/projects/ResMiCo/ | Not enough information is available.
  * **UHGG**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.
  * **TwinsUK**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.
  * **Animal-gut**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.
  * **Pinnell2019**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.
  * **Mantri2021**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.
  * **MarineMetagenomeDB**: https://doi.org/10.1371/journal.pcbi.1011001.t002 | Not enough information is available.","Yes - data available: http://ftp.tue.mpg.de/ebio/projects/ResMiCo/
This is on the: MPI for Biology FTP server, author noted choice due to size of datasets.",True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,2,1,True,True,0.5,url_partial_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/algorithm,optimization,"* **ML Algorithm Class**:
  - Residual Convolutional Neural Network
  - Bidirectional Recurrent Neural Network with LSTM units
  - Bidirectional Recurrent Neural Network with GRU units
  - Transformer Encoder
  - Deep Convolutional Neural Network

* **Algorithm Novelty**: Application of existing method. The paper evaluates multiple existing neural network architectures and selects the best-performing one for their task.","Deep Residual Neural Network (ResNet) 
-Not a new algorithm ",False,False,False,False,False,False,False,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/meta,optimization,"* Meta-predictor: No.

* Constituent Algorithms: Not enough information is available.",No,False,False,False,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,no,no,True,True,1.0,yesno_match,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/encoding,optimization,"* **Data Encoding Method: Normalization**
  * The features ""num query"", ""num snp"", ""num proper"", ""num orphan"", ""al score"", ""insert size"", and ""mapq"" were normalized. Normalization is a technique used to scale individual samples to have unit norm. This is often done to ensure that features contribute equally to the model's learning process.

* **Data Encoding Method: Standardization**
  * The features ""coverage"" and ""num proper snp"" were standardized. Standardization is a technique that transforms the data to have a mean of zero and a standard deviation of one. This is useful for algorithms that assume a normal distribution of the data.

* **Data Encoding Method: One-Hot Encoding**
  * The feature ""ref base"" was one-hot encoded. One-hot encoding is a process by which categorical variables are converted into a form that could be provided to ML algorithms to do a better job in prediction. This is particularly useful for categorical data with no inherent ordering.

* **Data Encoding Method: Aggregation**
  * The features were aggregated over multiple reads aligned to a position in a contig. The type of aggregation used includes count, minimum, mean, maximum, and standard deviation. This aggregation helps in summarizing the information from multiple reads into a single value, which can then be used as input to the model.","Data encoding (0-1) detailed in supplemetary data 'Table A. The full list of positional features computed by ResMiCo pipeline'. The fifth column states preprocessing applied to the features of the table as used for the data encoding for the model: standardisation (Std), normalisation (Nrm), and one-hot encoding (Onh).",False,True,True,False,False,False,False,other,False,False,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/parameters,optimization,"* **Parameter Count (p)**:
  * ResMiCo: 562,573

* **Architecture Selection**:
  * The hyperparameter search for selecting the best-performing ResMiCo architecture was done by evaluating each model’s performance on the validation set (i.e., randomly sampled 10% of the training set).
  * The following architectures were constructed and evaluated: a deep convolutional NN, a bidirectional recurrent NN with LSTM units, a bidirectional recurrent NN with GRU units, a transformer encoder, and a residual convolutional NN.
  * All models had roughly 0.5 million trainable weights and were trained on a subset of the n9k-train dataset (20%).
  * The residual convolutional neural network outperformed the other network architectures for all contig lengths and was thus selected for this work.
  * All subsequent hyperparameter optimizations were applied to this architecture only.
  * Due to resource limitations, not all combinations of hyperparameters were tested, but rather the most promising ones were selected iteratively. The number of residual blocks (RBs) and residual groups (RGs) were determined first, then other hyperparameter combinations were tested.","ResMiCo model has 562,573 parameters, of which 559,441 are trainable.",True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/features,optimization,"* Number of Features (f): 14
  * The top 14 features were selected as input to the ResMiCo model. This is supported by the text: ""The top 14 features were selected as input to the ResMiCo model.""

* Training-Restricted Selection: Unclear
  * The text does not explicitly state whether feature selection was restricted to the training set only. It mentions using the n9k-novel dataset for SHAP analysis, but it is not clear if this dataset was used for feature selection or just for explanation purposes.","14 features as noted in 'Fig 3. Feature ranked by their importance.'.

Feature selection was performed and noted in a dedicated paper subsection. ",True,True,True,True,True,False,True,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/fitting,optimization,"* **p > N: No**
  * The model was trained on the n9k-train dataset for 50 epochs. The training dataset consists of 9,000 contigs (N=9000). The model architecture includes a final fully connected layer with 50 neurons and an output layer with 1 neuron. Assuming standard convolutional layers and typical deep learning practices, the total number of parameters (p) is likely to be significantly less than 9,000.

* **Over-fitting Evidence**:
  * Early Stopping: The model selection process involved saving the model with the highest AUPRC on the validation set (n9k-valid), which is 10% of the n9k-train dataset. This approach helps in preventing overfitting by stopping the training when the model performance on the validation set no longer improves.
  * Gradient Clipping: Gradients were clipped to a norm of 1 and a value of 0.5 during training, which helps in stabilizing the training process and preventing the model from overfitting.
  * Data Augmentation: The training dataset was balanced by randomly selecting a 10% subset of correctly assembled contigs at every training epoch, artificially increasing the positive sample rate to 24%. This helps in reducing the computational load and preventing overfitting.
  * Regularization: The use of an Adam optimizer with exponential decay of the learning rate when plateauing at evaluation acts as a form of regularization, helping to prevent overfitting.","Yes, p much larger than number of training points. Trainable Parameters (559,441) vs. Features (14).",True,True,True,True,False,False,False,other,False,False,0.0,no_nei_match,no,yes,True,True,0.0,yesno_mismatch,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/regularization,optimization,"* **Regularization Techniques**:
  * **Batch Normalization**: Applied during training to accelerate deep network training by reducing internal covariate shift [39].
  * **Gradient Clipping**: Gradients were clipped to a norm of 1 and a value of 0.5 during training.
  * **Early Stopping**: Model selection was performed using a validation set (n9k-valid), saving the model if the AUPRC score improved every second epoch. The final model was selected at Epoch 46 based on the highest AUPRC on the validation set.
  * **Data Augmentation**: For contigs shorter than 20,000 base-pairs, the entire contig was selected and zero-padded to the maximum batch length. For misassembled contigs longer than 20,000 base-pairs, a random 20,000 base-pair interval around each breakpoint was selected. For long contigs with no misassemblies, a random 20,000 base-pair interval was selected.
  * **Class Balancing**: A 10% subset of the over-represented class of correctly assembled contigs was randomly selected at every training epoch, artificially increasing the positive sample rate to 24% to balance the dataset.
  * **Learning Rate Decay**: An initial learning rate of 0.0001 with exponential decay of 0.8 was used when plateauing at evaluation.",Early stopping likely used based on text information but not explicitly written in the text. Class imbalance handling and data augmentation approaches also noted in the text which can help prevent overfitting a model.,True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,no,none,True,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,optimization/config,optimization,"* Configuration Source: The list of optimized hyper-parameters and the attempted values are provided in Table B in S1 Text. Source: Supplementary.
* Configuration Source: The ResMiCo model was built using TensorFlow. URL: http://download.tensorflow.org/paper/whitepaper2015.pdf | Not enough information is available.
* Configuration Source: The MGSIM tool is available at https://github.com/nick-youngblut/MGSIM. Not enough information is available.
* Configuration Source: The n9k-train and n9k-novel datasets are available at http://ftp.tue.mpg.de/ebio/projects/ResMiCo/. Not enough information is available.",The list of optimised hyperparameters and the attempted values are provided in Table B in S1 Text. (https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1011001#pcbi.1011001.s001). Unclear if further information available and this is unlikely based on the GitHub which is functionally in place to share reuse of the model vs considerations of sharing precise configuration information.  ,True,True,True,True,True,False,True,partial_missing,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,3,1,True,True,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,model/interpretability,model,"* **Model Interpretability**: Black-box.
  * The ResMiCo model is a deep learning model, specifically a convolutional neural network (CNN), which is typically considered a black-box due to its complex architecture and non-linear transformations.

* **XAI Methods**: SHAP.
  * The SHAP (SHapley Additive exPlanations) method was used to approximate Shapley values, providing a principled way of explaining the predictions of the ResMiCo model. The SHAP method was applied to understand the contribution of each feature to the model's predictions. The study assessed the stability of SHAP results by progressively applying the method to fewer contigs (200, 100, 50, 20, or 10 contigs), finding that the overall rankings remained stable. The study also used UMAP for visual inspection of data representations and k-means clustering to assess whether model embeddings correspond with misassembly types.","Moderately interpretable. GitHub available with model code & datasets hosted online. Important info detailed in paper but not precisely straight forward on all aspects. Tutorials available which are helpful to reuse the model: https://github.com/leylabmpi/ResMiCo/wiki/ResMiCo-SM-tutorial. However, this is a lightweight tutorial page and more information could be provided given the complex nature of the model used. More clarity around the large number of datasets mentioned in the evaluation would be helpful.",True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,1,True,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,model/output,model,"* Prediction Task: Output Classification.
* Target Variable: Misassembled contigs.
  * The model predicts whether a contig is misassembled or correctly assembled.",Regression,False,False,False,False,False,False,False,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,model/duration,model,"* **Execution Time**: Not enough information is available.
* **Hardware Used**: Not enough information is available.","There is a section dedicated to benchmarking the ResMiCo model resource requirements in the materials and methods.
-Using the CAMI gut dataset, ResMiCo ran > 2x faster with a GPU versus a CPU (108 ± 0.7 versus 38.7 ± 10.3 contigs per second).
-They further note the reccomendation to use multiple GPUs for training the model on larger datasets.
-While it is feasible to run the model with a CPU, this is at a much slower rate: 140,000 contigs in 1 hour with a single CPU.",False,True,True,False,False,False,False,missing_only,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,model/availability,model,"* Source Code Released: Yes.
* Code URL/License:
  * Source: https://github.com/nick-youngblut/MGSIM | License: Not enough information is available.
* Simplified Run Method:
  * Not enough information is available.",Main ResMiCo GitHub (python package and snakemake pipeline): https://github.com/leylabmpi/ResMiCo - MIT license. Dataset simulation pipeline used available in Snakemake: https://doi.org/10.1093/bioinformatics/bts480 . Dockerfiles noted in the repo but no VMs/web server. Direct pip install possible from a command line and information in GitHub software repo but limitations noted for incompatibility with apple Mac machines due to chipset.  ,False,True,True,False,False,False,False,partial_missing,True,True,0.5,partial_missing_to_negative_half_match,yes,no,True,True,0.0,yesno_mismatch,1,2,True,True,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,evaluation/method,evaluation,"* **Evaluation Strategy**:
  * **Hold-out Validation**: The model was trained on the n9k-train dataset and validated using a 10% hold-out set from the same dataset (n9k-valid). The Area Under the Precision-Recall Curve (AUPRC) on the validation set was computed every second epoch to select the best model.","Independent datasets were used to evalaute the model. 
For example the text notes that two CAMI datasets that simulate non-human biomes: CAMI-marine and CAMI-plant-associated were used to evaluate the model and corresponding AUPRC & AUROC shared.",True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,evaluation/measure,evaluation,"**Performance Metrics:**

* **AUPRC**: Area Under the Precision-Recall Curve.
  * Used to measure performance due to class imbalance in datasets.
  * Reported for:
    * ResMiCo: 0.76 (n9k-novel), 0.73 (training validation), 0.487 (n2k-novel-intraspecies), 0.718 (BMock12), 0.233 (MBARC-26), 0.831 (CAMI-marine), 0.611 (CAMI-plant-associated).
    * DeepMAsED: 0.25 (n9k-novel).
    * metaMIC: 0.080 (n2k-novel-intraspecies).
* **AUROC**: Area Under the Receiver Operating Characteristic Curve.
  * Used to compare model performance across datasets with different percentages of positive samples.
  * Reported for:
    * ResMiCo: 0.955 (n2k-novel-intraspecies), 0.987 (BMock12), 0.915 (MBARC-26), 0.990 (CAMI-marine), 0.965 (CAMI-plant-associated).
    * metaMIC: 0.805 (n2k-novel-intraspecies).
* **TP**: True Positives (Number of misassembled contigs correctly identified).
  * Reported for:
    * ResMiCo: 23 (BMock12), 80 (MBARC-26).
* **FP**: False Positives (Number of correctly assembled contigs wrongly predicted to be misassembled).
  * Reported for:
    * ResMiCo: 38 (BMock12), 2115 (MBARC-26).","Various model performances measure metrics were reported in the text eg:
-Area Under the Precision-Recall Curve (AUPRC)
-Area Under the ROC Curve (AUROC)
-Precision and Recall",True,False,True,False,False,False,False,other,False,False,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,evaluation/comparison,evaluation,"* **Comparison Performed**: Yes
  * **List of tools/baselines**:
    * metaMIC
    * DeepMAsED
    * ALE
    * Random","The model was compared to other state of the art models for this prediction task:
-metaMIC  
-DeepMAsED  
-ALE 

The model was also compared to various benchmark datasets:
-CAMI datasets (gut, oral, skin)
-Mock communities (BMock12, MBARC-26)",False,True,True,False,False,False,False,other,False,False,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,evaluation/confidence,evaluation,"* Statistical Confidence:
  * CIs: Yes - Error bars in Fig 3 and Fig S12 correspond to the standard deviation computed over 5 runs of selecting contigs.
  * p-values: Not enough information is available.",Confidence intervals are not explictly mentioned in the text. If taking the other models as the baseline for camparison the reported AUPRC & AUROC are noted to outperform these throughout the text. More information for the confidence would be useful beyond comparisons already noted for the datasets and other models.,True,False,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,yes,none,True,False,0.0,yesno_not_comparable,0,0,False,False,0.0,no_url_match
PMC10174551,10.1371/journal.pcbi.1011001,evaluation/availability,evaluation,"* **Are the raw evaluation logs available?**
  Not enough information is available.",Large degree of the evaluation is noted throughout the text & figures or in S1 - Supplementary Material ResMiCo: increasing the quality of metagenome-assembled genomes with deep learning (https://journals.plos.org/ploscompbiol/article/file?type=supplementary&id=10.1371/journal.pcbi.1011001.s001). Statistical code for evaluation not clearly avaialble linked from text or within shared GitHub repository.,False,True,True,False,False,False,False,partial_missing,False,True,0.0,no_nei_match,none,none,False,False,0.0,yesno_not_comparable,0,1,True,False,0.0,no_url_match
