Group,Subfield,DOME_Field,PMCID,Category,Source_Snippet
Data,provenance,Data/provenance,PMC10438915,Missing,"* **Data Source Name**:
  * MBS Training Data: Not enough information is available.
  * MagnetoSuture™: Not enough information is available.

* **Total Data Points**:
  * MBS Training Data: Not enough information is available.
  * MagnetoSuture™: Not enough information is available.

* **Previous Use**:
  * MBS Training Data: Not enough information is available.
  * MagnetoSuture™: Not enough information is available."
Data,provenance,Data/provenance,PMC11544410,Missing,"* **Data Source Name**:
  * Echocardiographic images: Not enough information is available.
  * Cardiac Magnetic Resonance (CMR) data: Not enough information is available.

* **Total Data Points**:
  * Echocardiographic images: Not enough information is available.
  * Cardiac Magnetic Resonance (CMR) data: Not enough information is available.

* **Previous Use**:
  * Echocardiographic images: Not enough information is available.
  * Cardiac Magnetic Resonance (CMR) data: Not enough information is available."
Data,redundancy,Data/redundancy,PMC11865635,Full,"* **Redundancy Methodology**: The study involved patients who presented to the ER and underwent abdominal CT scans due to a diagnosis of acute cholecystitis (AC), followed by laparoscopic cholecystectomy within 24 hours, with pathology confirming the diagnosis. From January 2015 to January 2020, a total of 250 patients were collected as the AC group. Additionally, 250 patients with acute appendicitis, who had a clearly visible and healthy gallbladder on their CT scans, and 20 patients without AC or appendicitis were included as a control group. The CT images, consisting of 1-mm contiguous sections, were obtained using a Philips Brilliance 256-slice CT scanner. Furthermore, an additional 40 cases (20 with AC and 20 healthy controls) from another institution were used as a source of external validation. Approximately 28% of these CT images were annotated for CNN training, with each gallbladder manually outlined and labeled by the same board-certified radiologist. The remaining CT images were reserved for validation and testing.

* **Independent Sets**: Yes. The study explicitly mentions that the remaining patients (210 cases from the AC group and 230 from the control group) were utilized for validation in gallbladder identification. This indicates that the training and test sets are strictly independent.

* **Independence Enforcement**: The study used a clear temporal split and external validation to ensure independence. The training set consisted of patients from January 2015 to January 2020, while the validation set included the remaining patients. Additionally, an external validation set from another institution was used to further ensure independence."
Data,redundancy,Data/redundancy,PMC11625410,Full,"* **Redundancy Methodology**: The authors ensured non-redundancy by removing sequences present in both the positive and negative datasets. Additionally, redundant sequences, sites containing non-canonical amino acids, and sites of length shorter than 8 residues were removed from the positive dataset.

* **Independent Sets**: Yes. The authors explicitly state that no sequences were present in both the positive and negative datasets. Furthermore, the train-test split was stratified by label to ensure that each split maintained a label distribution representative of the entire dataset.

* **Independence Enforcement**: The authors enforced independence by ensuring that no sequences were present in both the positive and negative datasets. They also removed redundant sequences, sites containing non-canonical amino acids, and sites of length shorter than 8 residues from the positive dataset. The train-test split was stratified by label to maintain a representative label distribution in each split."
Data,redundancy,Data/redundancy,PMC7665450,Full,"* **Redundancy Methodology**: The study used 5-fold cross-validation at the treatment cycle level. The data were randomly portioned into five equal-size subsets, with the model trained on four of the subsets and evaluated on the fifth (out-of-fold) subset. This process was repeated over the five possible permutations of the subsets.

* **Independent Sets**: Yes. The study mentions that the data were randomly portioned into five equal-size subsets, ensuring that each fold was used as a test set exactly once. This indicates that the training and test sets were strictly independent.

* **Independence Enforcement**: The independence was enforced by using 5-fold cross-validation at the treatment cycle level, ensuring that each cycle was included in only one of the five folds during each iteration. This method prevents data leakage by ensuring that the model is trained and evaluated on different subsets of the data."
Data,redundancy,Data/redundancy,PMC11874791,Full,"* **Redundancy Methodology**: The authors used k-fold cross-validation (k=5) to partition the dataset into training and validation sets. This approach involves splitting the dataset into k equal-sized folds, each serving as a distinct validation set while the model is trained on the remaining data. This method is designed to reduce overfitting and ensure that each data point is used for both training and validation, thereby enhancing the stability and generalizability of the model.

* **Independent Sets**: Yes. The authors explicitly mention that each fold takes turns as the validation set, while the remaining data serves as the training set. This ensures that the training and test sets are strictly independent in each iteration of the cross-validation process.

* **Independence Enforcement**: The independence of the training and test sets is enforced through the k-fold cross-validation process. Specifically, the data is split into five folds, and in each iteration, one fold is used as the validation set while the remaining four folds are used for training. This ensures that no data point from the validation set is used in the training process, thereby preventing data leakage. Additionally, feature selection is performed within each k-fold to further reduce the risk of data leakage."
Data,redundancy,Data/redundancy,PMC10948976,Full,"* **Redundancy Methodology**: Repeated nested cross-validation was used to improve the robustness and obtain an unbiased estimate of the generalization performance of these machine-learning models. This method consisted of 2 cross-validation cycles: outer loop and inner loop. The outer loop stratified 10-fold cross-validation where the dataset was to estimate the average performance of the machine learning models. At the same time, the inner loop stratified 10-fold cross-validation to tune the hyperparameters and training models. We repeated these 2 cross-validation cycles ten times to reduce the sampling bias.

* **Independent Sets**: Yes. The authors used repeated nested cross-validation, which inherently ensures that the training and test sets are strictly independent by design. The outer loop handles the test set, while the inner loop handles the training set, preventing any overlap between the two.

* **Independence Enforcement**: The independence was enforced through the use of stratified 10-fold cross-validation in both the outer and inner loops. This method ensures that the data is split in a way that maintains the distribution of the target variable in each fold, thereby reducing the risk of data leakage. The process was repeated ten times to further mitigate sampling bias."
Data,redundancy,Data/redundancy,PMC10583101,Full,"* **Redundancy Methodology**: The authors used a stratified sampling approach to ensure regional heterogeneity was accounted for. They drew a random sample of children within each state or regional stratum that is proportional to the total number of children in that stratum (proportional-to-size). This method helps in maintaining the distribution of the data across different regions in both training and test sets.

* **Independent Sets**: Yes. The authors explicitly state that after creating the training dataset (70% of the overall data), the remaining samples (30%) were used for testing. This indicates that the training and test sets are strictly independent.

* **Independence Enforcement**: The independence was enforced by using a stratified sampling technique to create the training dataset, ensuring that the test set consists of completely unseen data points. This method helps in preventing data leakage by maintaining the regional stratification used by DHS."
Data,redundancy,Data/redundancy,PMC8897225,Full,"* **Redundancy Methodology**: The authors used a moving buffer with a 95% overlap to extract data. This approach was chosen because extracting data with more than 95% overlap created redundant data points that did not significantly improve classifier accuracies. The buffer size was initially set to 2 seconds but was tested within a range of 0.5 to 3 seconds to find the optimal size that resulted in the highest overall accuracy. The sampling rate for the buffer was set to 10 Hz.

* **Independent Sets**: Yes. The authors explicitly stated that 10% of the total data available were separated at random to be used as an independent test set. The remaining 90% of the data were randomized and used to train classifiers with 5-fold cross-validation. Additionally, under-sampling was not performed on the test set to better simulate the type of data that the classifier would be given to process.

* **Independence Enforcement**: The authors enforced independence by randomly separating 10% of the total data for the test set and using the remaining 90% for training with 5-fold cross-validation. Under-sampling was applied to the training set to balance the data distribution but was not applied to the test set to maintain its independence."
Data,redundancy,Data/redundancy,PMC8832594,Full,"* **Redundancy Methodology**: The data were split into 10 unique test and train sets using randomization. Each split comprised 20% test data and 80% training data, with balanced events per variable. This approach ensures that each data point is used in either the training or test set but not both, mitigating redundancy.

* **Independent Sets**: Yes. The methodology explicitly states that data were split into unique test and train sets, indicating no overlap between the sets. The use of 10-fold cross-validation further supports the independence of the sets.

* **Independence Enforcement**: Independence was enforced through randomization and the use of 10-fold cross-validation. Each fold ensured that the training and test sets were distinct, with no data points appearing in both sets simultaneously. This method helps prevent data leakage by ensuring that the model is evaluated on unseen data."
Data,redundancy,Data/redundancy,PMC7511449,Full,"* **Redundancy Methodology**: The authors used random selection to create balanced held-out test datasets with no overlap between sequences in the training and test sets. For HLA-A*24-02, 66 peptides were randomly selected from each binding class. For HLA-A*32-01, 100 peptides were randomly selected from each binding class except for the weak binding class, where all 96 peptides were used.

* **Independent Sets**: Yes. The authors explicitly stated that there was no overlap between sequences in the training and test sets.

* **Independence Enforcement**: The independence was enforced by ensuring that the test datasets were created by randomly selecting peptides from each binding class with no overlap between sequences in the training and test sets. This method was applied to both HLA-A*24-02 and HLA-A*32-01 datasets."
Data,redundancy,Data/redundancy,PMC10492341,Full,"* **Redundancy Methodology**: Hierarchical agglomerative clustering was used to identify and remove non-representative patients with a paucity of information from the training set. The training cohort was restricted to patients with at least 1 year of coverage. The test cohort was composed of patients independent from the training cohort, ensuring no overlap.

* **Independent Sets**: Yes. The study explicitly states that the test cohort was composed of patients independent from the training cohort. Additionally, the training and test cohorts had different GD to control ratios (1:10 for training and 1:10,000 for testing), further ensuring independence.

* **Independence Enforcement**: The independence was enforced by ensuring that the test cohort was composed of patients independent from the training cohort. The study also used different GD to control ratios for the training and test cohorts, with random sampling performed to select patients without GD for the training cohort and a separate random selection for the test cohort. Additionally, the study mentioned that the trained algorithms were applied on the test dataset with no censoring of any event during the observation period, which supports the independence of the datasets."
Data,redundancy,Data/redundancy,PMC7659093,Partial,"* **Redundancy Methodology**: The study used a bootstrap sampling method to create multiple subsets of the data. This method involves randomly selecting samples with replacement from the original dataset to create each bootstrap sample. The out-of-bag (OOB) error is estimated by considering all excluded samples by bootstrap samples, which helps in assessing the model's performance on unseen data.

* **Independent Sets**: Yes. The study mentions the use of bootstrap sampling, which inherently creates independent subsets by resampling with replacement. This process ensures that each bootstrap sample is independent of the others, reducing the risk of data leakage.

* **Independence Enforcement**: Not enough information is available. The study does not explicitly detail specific filters or logical rules used during partitioning beyond the use of bootstrap sampling."
Data,redundancy,Data/redundancy,PMC8568050,Partial,"* **Redundancy Methodology**: The dataset was split into training and test sets using a 70-30% ratio. This is a common practice in machine learning to ensure that the model is trained on one subset of the data and tested on a separate, unseen subset. However, the specific methodology used to ensure non-redundancy between splits is not explicitly detailed.

* **Independent Sets**: Yes. The study mentions that the dataset was divided into a training set and a test set, with the test set being unseen by the model during training. This indicates an effort to ensure that the sets are independent.

* **Independence Enforcement**: Not enough information is available. The study does not provide specific details on how the independence between the training and test sets was enforced, such as using identity thresholds, group-level partitioning, or time-series splitting."
Data,redundancy,Data/redundancy,PMC4407517,Partial,"* **Redundancy Methodology**: Not enough information is available.
  * The paper does not specify any methodology used to ensure non-redundancy between splits. There is no mention of identity thresholds, group-level partitioning, or time-series splitting.

* **Independent Sets**: No + [Evidence: ""There were also a few weeks that are void of any data in the spreadsheet.""]
  * The training and test sets are not strictly independent. The paper mentions that some weeks are void of any data, suggesting potential gaps or overlaps in the data collection process.

* **Independence Enforcement**: Not enough information is available.
  * The paper does not provide details on how independence was enforced between the training and test sets. There is no mention of specific filters or logical rules used during partitioning."
Data,redundancy,Data/redundancy,PMC9347213,Partial,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: No. The authors mention that they tested the model on ""several large SARS and COVID-19 proteins that were recently deposited in the Protein Data Bank"" (page 4). This suggests that the test set may contain proteins that were not part of the training set but does not guarantee strict independence, as the specific methodology to ensure independence is not described.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC8581823,Partial,"* **Redundancy Methodology**: The study used a two-fold random shuffle test to split the dataset into training and testing sets. The dataset consisted of 524 African American (AA) individuals, including 116 ADHD patients and 408 controls, which were split into equal ratios randomly. This process was repeated 50 times independently.

* **Independent Sets**: Yes. The study mentions that the procedures were repeated for 50 times independently, suggesting that each split was done randomly and independently to ensure no overlap between training and testing sets.

* **Independence Enforcement**: Not enough information is available. The study does not provide specific details on how the independence was enforced beyond the random shuffle method."
Data,redundancy,Data/redundancy,PMC11806858,Partial,"* **Redundancy Methodology**: The dataset was randomly divided into derivation and testing cohorts in an 8:2 ratio, stratified by the occurrence of MACE events. This approach ensures that the distribution of the primary outcome is balanced across both splits, reducing the risk of data leakage.

* **Independent Sets**: Yes. The authors explicitly mention that the dataset was randomly divided into derivation and testing cohorts, which implies that the sets are strictly independent. The stratification by MACE events further supports the independence of the sets.

* **Independence Enforcement**: Not enough information is available. The text does not specify the exact filters or logical rules used during partitioning beyond the 8:2 ratio and stratification by MACE events."
Data,redundancy,Data/redundancy,PMC9413214,Partial,"* **Redundancy Methodology**: The authors used a fourfold cross-validation (CV) approach. For each CV instance, 75 samples were used to build the classification model, and 25 samples were used to evaluate the model's accuracy. This process was replicated 1000 times to ensure robustness.

* **Independent Sets**: Yes. The authors explicitly stated that the samples were divided into high- and low-fat content groups, with equal numbers of samples in each group. This suggests a deliberate effort to maintain independence between the training and test sets.

* **Independence Enforcement**: Not enough information is available. The text does not specify the exact methodology used to enforce independence between the training and test sets beyond the general description of the cross-validation process."
Data,redundancy,Data/redundancy,PMC7941561,Partial,"* **Redundancy Methodology**: The paper does not explicitly describe a methodology used to ensure non-redundancy between splits. The text mentions that the dataset was divided into five parts for five-fold cross-validation, but it does not specify how these parts were selected to avoid redundancy.

* **Independent Sets**: No + The paper does not provide evidence that the training and test sets are strictly independent. The description of the five-fold cross-validation process does not mention any steps taken to prevent data leakage or ensure that the sets are independent.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC7676934,Partial,"* **Redundancy Methodology**: The authors did not explicitly describe a methodology to ensure non-redundancy between splits. The text mentions that the samples were randomly divided into training and testing sets at a ratio of 6:4 with a fixed random state (random_state = 123). However, there is no indication of any specific method to prevent redundancy or overlap between the splits.

* **Independent Sets**: No. The text does not provide evidence of strict independence between the training and test sets. The random splitting method used does not guarantee that there is no overlap between the sets.

* **Independence Enforcement**: Not enough information is available. The authors did not specify any filters or logical rules used during partitioning to enforce independence between the training and test sets."
Data,redundancy,Data/redundancy,PMC5521984,Partial,"* **Redundancy Methodology**: The dataset used in the study is a publicly available dataset consisting of MEDLINE citations from November 2012 to February 2013. The dataset is split into three parts: 89,942 citations for training, 5,000 for validation, and 48,911 for testing. The study does not explicitly mention a specific methodology to ensure non-redundancy between splits, such as identity thresholds or group-level partitioning.

* **Independent Sets**: No. The study mentions that the test set articles are already indexed in PubMed, which suggests that there might be an overlap between the training and test sets. This indicates potential data leakage, as the test set may contain information that was used during the training process.

* **Independence Enforcement**: Not enough information is available. The study does not provide specific details on how the independence between the training and test sets was enforced. There is no mention of specific filters or logical rules used during partitioning to prevent data leakage."
Data,redundancy,Data/redundancy,PMC11869764,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC6224513,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC10140058,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC11430310,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC5486409,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC9233873,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
Data,redundancy,Data/redundancy,PMC10657493,Missing,"* **Redundancy Methodology**: Not enough information is available.

* **Independent Sets**: Not enough information is available.

* **Independence Enforcement**: Not enough information is available."
