Group,Subfield,DOME_Field,PMCID,Category,Source_Snippet
Data,provenance,Data/provenance,PMC4262615,Failure,"* **Data Source Name**:   * Arcene   * Dorothea   * Gisette   * Golub   * Source: University of California, Irvine, machine learning repository  * **Total Data Points**:   * Arcene: N=100   * Dorothea: N=800   * Gisette: N=6000   * Golub: N=38  * **Previous Use**:   * Yes. The datasets are sourced from the University of California, Irvine, machine learning repository, which is a well-known benchma"
Data,provenance,Data/provenance,PMC4270110,Failure,"* **Data Source Name**:   * MIT-BIH Arrhythmia Database  * **Total Data Points**:   * N=109,000  * **Previous Use**:   * Yes. The MIT-BIH Arrhythmia Database is a well-established benchmark in the field of ECG analysis and has been used in numerous previous studies."
Data,provenance,Data/provenance,PMC10661046,Failure,"* **Data Source Name**:   * MNIST Dataset: MNIST dataset.   * ImageNet Dataset: ImageNet dataset.  * **Total Data Points**:   * MNIST Dataset: N=60,000 (training set).   * ImageNet Dataset: N=50,000 (validation set).  * **Previous Use**:   * MNIST Dataset: Yes. The MNIST dataset is a well-established benchmark in the machine learning community, frequently used for training and evaluating image cla"
Data,provenance,Data/provenance,PMC11303978,Failure,"* **Data Source Name**:   * **Pretreatment Tumor Biopsies**: Data was collected from 24 patients who received defined composition autologous CD19 CAR-T cell therapy for LBCL in three investigator-initiated clinical trials (NCT01865617, NCT02706405, NCT03103971).   * **Gene Expression Profiling**: RNA was extracted from formalin-fixed paraffin-embedded (FFPE) tissue slides/curls with the Qiagen RNe"
Data,provenance,Data/provenance,PMC8147869,Failure,"* **Data Source Name**:   * PubChem BioAssay database   * ChEMBL   * PDBind   * Tox21  * **Total Data Points**:   * Mixed dataset (PD ≥5): N=18,697     * MT-CPDs: 2,858     * ST-CPDs: 15,839   * Biochemical dataset (PD ≥5): N=7,871     * MT-CPDs: 1,242     * ST-CPDs: 6,629   * Biochemical dataset (PD ≥3): N=15,261     * MT-CPDs: 3,468     * ST-CPDs: 11,793  * **Previous Use**:   * Yes. The dataset"
Data,provenance,Data/provenance,PMC8321514,Failure,"* **Data Source Name**:   * PubMed Central Open Access Subset (PMC OAS)   * PubMed Central Author Manuscript (PMC AM)  * **Total Data Points**:   * N=3,300,810 (PMC OAS)   * N=702,198 (PMC AM)   * N=1,364,517 (Final pool of articles after preprocessing)  * **Previous Use**:   * Yes. The PMC OAS and PMC AM collections have been used in previous studies and are part of PMC’s open access collection."
Data,provenance,Data/provenance,PMC6022472,Failure,* **Data Source Name**:   * Alzheimer’s Disease Neuroimaging Initiative (ADNI) database   * Kaggle International Challenge for Automated Prediction of MCI from MRI Data  * **Total Data Points**:   * Training dataset: N=240   * Testing dataset: N=160   * Combined test set: N=500 (160 real + 340 artificial)  * **Previous Use**:   * Yes. The ADNI database has been used in hundreds of papers over the
Data,provenance,Data/provenance,PMC10914126,Failure,"* **Data Source Name**:   * Bhadriraju et al. 2016: Large-scale time-lapse microscopy of oct4 expression in human embryonic stem cell colonies.  * **Total Data Points**:   * N=483 (3 collections, each with around 161 time-lapse images).  * **Previous Use**:   * Yes. The dataset was published by Bhadriraju et al. in 2016."
Data,provenance,Data/provenance,PMC7503283,Failure,"* **Data Source Name**:   * Experimental studies available in the literature. The specific references include [12,14,15,79–91].  * **Total Data Points**:   * N=140  * **Previous Use**:   * Yes. The data points in this dataset were acquired from the experimental studies available in the literature."
Data,provenance,Data/provenance,PMC7495795,Failure,"* **Data Source Name**:   * Simulated Item Bank: The dataset is a simulated item bank of I = 260 items designed for the study.  * **Total Data Points**:   * Simulated Item Bank: N=10,000.  * **Previous Use**:   * Simulated Item Bank: No previous use is mentioned."
Data,redundancy,Data/redundancy,PMC7807830,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC11613580,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC11500067,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC7418871,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC11697584,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC11376311,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC11001700,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC7731980,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC7714088,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC4338520,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,redundancy,Data/redundancy,PMC10914126,NotEnoughOnly,* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: Not enough information is available.  * **Independence Enforcement**: Not enough information is available.
Data,redundancy,Data/redundancy,PMC11794454,NotEnoughOnly,* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: Not enough information is available.  * **Independence Enforcement**: Not enough information is available.
Data,redundancy,Data/redundancy,PMC11842623,NotEnoughOnly,* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: Not enough information is available.  * **Independence Enforcement**: Not enough information is available.
Data,redundancy,Data/redundancy,PMC5807515,NotEnoughOnly,* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: Not enough information is available.  * **Independence Enforcement**: Not enough information is available.
Data,redundancy,Data/redundancy,PMC11583843,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text mentions that ""In total, 48 BLA-projecting NBM/SI cholinergic neurons and 46 BLA-projecting noncholinergic neurons were recorded in 56 brain slices from 27 animals (18 males, nine females)"". This indicates that the same neurons and brain slices were used across different groups, suggesting pote"
Data,redundancy,Data/redundancy,PMC7238365,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The study mentions that the data from the process is made available as feedback to the customer, which suggests that there is a potential overlap between the training and test sets. This indicates that the sets are not strictly independent.  * **Independence Enforcement**: Not enough information is avai"
Data,redundancy,Data/redundancy,PMC5804178,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No - The text does not provide explicit evidence of steps taken to ensure strict independence between training and test sets. The study mentions the use of howls from different wolf subspecies, but it does not specify how these howls were partitioned between training and test sets to prevent data leakage."
Data,redundancy,Data/redundancy,PMC7406872,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text does not mention any steps taken to ensure the independence of training and test sets. It discusses the epistemic threats of deepfakes and the challenges in distinguishing them from genuine videos, but it does not provide details on dataset partitioning or independence.  * **Independence Enforc"
Data,redundancy,Data/redundancy,PMC4262615,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text mentions the use of the same datasets for different scenarios without explicit mention of steps to ensure independence between splits. For example, the same datasets are used in Figures 2 and 3 with different preprocessing steps (standardization vs. non-standardization), suggesting potential ov"
Data,redundancy,Data/redundancy,PMC11254488,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text mentions that the grimace scale scores can vary based on the timing of observations and the gender of the assessor. For example, real-time AU scores are significantly lower than those determined from captured images, indicating potential overlap and dependency between different assessment metho"
Data,redundancy,Data/redundancy,PMC4442797,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text discusses the impact of sampling effects and limited training data on threshold optimization, implying that the training and test sets may not be strictly independent. The authors mention that the optimal threshold can be subject to a winner’s curse due to sampling effects, which suggests poten"
Data,redundancy,Data/redundancy,PMC6266744,PartialRejection,"* **Redundancy Methodology**: The study employed leave-one-out cross-validation. This method involves using a single observation from the original sample as the validation data, and the remaining observations as the training data. This process is repeated such that each observation in the sample is used once as the validation data.  * **Independent Sets**: No. The study is described as exploratory"
Data,redundancy,Data/redundancy,PMC7507193,PartialRejection,* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text does not mention any steps taken to ensure the independence of the training and test sets. There is no evidence of measures to prevent data leakage between the splits.  * **Independence Enforcement**: Not enough information is available.
Data,redundancy,Data/redundancy,PMC6105292,PartialRejection,"* **Redundancy Methodology**: Not enough information is available.  * **Independent Sets**: No. The text mentions that ""Messages related to a specific health topic or event in social media are highly distributed, while unrelated messages are topically diverse"". This suggests that there may be overlaps between training and test sets, as the data is not partitioned based on specific criteria to ensu"
Data,redundancy,Data/redundancy,PMC6466885,Failure,"* **Redundancy Methodology**: The Kennard–Stone (KS) algorithm was used to divide the remaining samples into calibration sets (90 samples) and prediction sets (30 samples) for each maturity stage. This algorithm is designed to select samples that are evenly distributed across the feature space, ensuring that the calibration and prediction sets are representative and non-redundant.  * **Independent"
Data,redundancy,Data/redundancy,PMC10153038,Failure,"* **Redundancy Methodology**: The authors used the Mahalanobis distance and convex hull methods to identify and mask areas in the projection that are far from the sampling points. This approach helps in ensuring that the predictions are more reliable by focusing on regions closer to the known data points. Additionally, outlier identification was used to mask results at the 0.99 quantiles of the ch"
Data,redundancy,Data/redundancy,PMC11835039,Failure,"* **Redundancy Methodology**: The authors used a stratified approach to ensure non-redundancy between splits. Studies with measurement-related terms in the title were identified and screened manually in Phase 1. The remaining studies were moved forward to Phase 2. Additionally, seed studies were identified from a random sample of the unclassified corpus to avoid selection bias and allow for accura"
Data,redundancy,Data/redundancy,PMC8147869,Failure,"* **Redundancy Methodology**: The study employed a method to reduce redundancy by creating reduced datasets through random compound removal and nearest neighbor (NN) removal. For NN removal, pairs of compound groups were formed and sorted by similarity. The group with higher similarity to the next most similar group was removed iteratively until 25% of the compound groups were eliminated. This pro"
Data,redundancy,Data/redundancy,PMC10514010,Failure,"* **Redundancy Methodology**: The study used out-of-distribution data for testing, indicating that the test set consisted of screenshot images that were not part of the training set. This approach suggests an effort to ensure that the model's performance is evaluated on data it has not seen during training, which helps in assessing generalization capabilities.  * **Independent Sets**: Yes. The stu"
Data,redundancy,Data/redundancy,PMC3760014,Failure,* **Redundancy Methodology**: The study used a time-series splitting approach. The prediction model was developed using data from kidney transplant (KT) recipients aged 65 and older between 1999 and 2006. The model was then applied to a separate cohort of older adults with incident end-stage renal disease (ESRD) from the same time period but without an absolute or relative contraindication to tran
Data,redundancy,Data/redundancy,PMC7858701,Failure,"* **Redundancy Methodology**: The dataset was split into a training dataset (N = 400) and a testing dataset (N = 122). The authors performed item elimination and response collapsing in the training dataset before selecting items. This was done to ensure that the estimation of each approach is feasible, thereby reducing redundancy and ensuring that observed differences are due to the differences in"
Data,redundancy,Data/redundancy,PMC6994224,Failure,"* **Redundancy Methodology**: The authors used a fivefold cross-validation approach where the set of instances belonging to a single musical piece was either entirely part of the training set, the validation set, or the test set. This method ensures that repeated structures in the music do not end up in different sets, preventing an overly optimistic impression of the generalizing capabilities of"
Data,redundancy,Data/redundancy,PMC10071187,Failure,"* **Redundancy Methodology**: The authors used keyword filtering to ensure non-redundancy between splits. They initially collected 70,157 articles and filtered them down to 184 articles that specifically covered the issues of smart-city technologies and surveillance. This filtering process was based on the presence of specific keyword pairs related to smart cities, surveillance, and technologies."
Data,redundancy,Data/redundancy,PMC11612547,Failure,"* **Redundancy Methodology**: The authors prioritized studies with larger sample sizes to bolster the representativeness and robustness of their analysis. When studies developed multiple models within the same data modality using the same dataset, the model with the best performance was selected rather than averaging the performance. This decision aimed to standardize the best-performing models fo"
Data,splits,Data/splits,PMC7807830,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC11613580,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC11500067,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC7418871,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC11697584,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC11376311,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC11001700,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC7731980,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC7714088,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC4338520,IrrelevantSuccess,Not a relevant AI or machine learning publication
Data,splits,Data/splits,PMC7238365,NotEnoughOnly,* Number of Splits: Not enough information is available. * Split Counts:   * Not enough information is available. * Class Distribution:   * Not enough information is available.
Data,splits,Data/splits,PMC5804178,NotEnoughOnly,* **Number of Splits**: Not enough information is available. * **Split Counts**: Not enough information is available. * **Class Distribution**: Not enough information is available.
Data,splits,Data/splits,PMC7406872,NotEnoughOnly,* Number of Splits: Not enough information is available * Split Counts: Not enough information is available * Class Distribution: Not enough information is available
Data,splits,Data/splits,PMC4262615,NotEnoughOnly,* **Number of Splits**: Not enough information is available. * **Split Counts**:   * Not enough information is available. * **Class Distribution**:   * Not enough information is available.
Data,splits,Data/splits,PMC11254488,NotEnoughOnly,* **Number of Splits**: Not enough information is available. * **Split Counts**:   * Not enough information is available. * **Class Distribution**:   * Not enough information is available.
Data,splits,Data/splits,PMC4442797,NotEnoughOnly,* Number of Splits: Not enough information is available. * Split Counts: Not enough information is available. * Class Distribution: Not enough information is available.
Data,splits,Data/splits,PMC10153038,NotEnoughOnly,* Number of Splits: Not enough information is available.  * Split Counts: Not enough information is available.  * Class Distribution: Not enough information is available.
Data,splits,Data/splits,PMC6105292,NotEnoughOnly,* Number of Splits: Not enough information is available. * Split Counts: Not enough information is available. * Class Distribution: Not enough information is available.
Data,splits,Data/splits,PMC6437637,NotEnoughOnly,* **Number of Splits**: Not enough information is available. * **Split Counts**: Not enough information is available. * **Class Distribution**: Not enough information is available.
Data,splits,Data/splits,PMC5351721,NotEnoughOnly,* Number of Splits: Not enough information is available. * Split Counts: Not enough information is available. * Class Distribution: Not enough information is available.
Data,splits,Data/splits,PMC11583843,PartialRejection,"* Number of Splits: Training, Testing, Validation   * Split Counts: Not enough information is available   * Class Distribution: Not enough information is available"
Data,splits,Data/splits,PMC6466885,PartialRejection,"* **Number of Splits**: 3 (Calibration, Prediction, Independent Verification). * **Split Counts**:   * Not enough information is available. * **Class Distribution**:   * The study does not provide explicit class distribution details for each split. However, the samples were selected based on maturity stages: immature, white-mature, crisp-mature, and full-mature. The statistical values of the Solub"
Data,splits,Data/splits,PMC7507193,PartialRejection,"* **Number of Splits**: 2 (Training, Testing).   * The study does not explicitly mention a validation set or independent hold-out set.  * **Split Counts**:   * Train: N=20 (Control), N=20 (Asthenozoospermia).   * Test: Not enough information is available.  * **Class Distribution**:   * Train: Control: 20, Asthenozoospermia: 20.   * Test: Not enough information is available."
Data,splits,Data/splits,PMC4270110,PartialRejection,* **Number of Splits**: 2 splits (10-fold cross-validation and single-record cross-validation).   * 10-fold cross-validation: Training and Testing.   * Single-record cross-validation: Training and Testing.  * **Split Counts**:   * 10-fold cross-validation: Not enough information is available.   * Single-record cross-validation: Not enough information is available.  * **Class Distribution**:   * 10
Data,splits,Data/splits,PMC10661046,PartialRejection,"* **Number of Splits**: 2 splits.   * Training   * Validation  * **Split Counts**:   * MNIST Dataset:     * Train: 60,000     * Validation: Not enough information is available   * ImageNet Dataset:     * Train: Not enough information is available     * Validation: 50,000  * **Class Distribution**:   * MNIST Dataset:     * Train: Not enough information is available     * Validation: Not enough info"
Data,splits,Data/splits,PMC7259480,PartialRejection,"* Number of Splits: Training, Testing * Split Counts:   * Not enough information is available * Class Distribution:   * Not enough information is available"
Data,splits,Data/splits,PMC11303978,PartialRejection,"* Number of Splits: Training, Testing, Validation.   * Split Counts:     * Not enough information is available.   * Class Distribution:     * Not enough information is available."
Data,splits,Data/splits,PMC11835039,PartialRejection,"* **Number of Splits**: 3 (Training, Testing, Validation).   * The data was partitioned into three splits: training, testing, and validation. The training data was used to train the models, the testing data was used to evaluate the models' performance, and the validation data was used to tune the models' hyperparameters.  * **Split Counts**:   * Not enough information is available.   * The exact n"
Data,splits,Data/splits,PMC3275086,PartialRejection,"* **Number of Splits**: 2 splits (Training, Testing).   * The paper does not mention a validation set.  * **Split Counts**:   * Train: 1449   * Test: Not enough information is available  * **Class Distribution**:   * The paper does not provide a class distribution or balance within each split."
