uid,pmcid,pmid,year
11021519,,11021519,2000
11021543,,11021543,2000
11025540,,11025540,2000
11030095,,11030095,2000
11032032,,11032032,2000
11032037,,11032037,2000
11032038,,11032038,2000
11032040,,11032040,2000
11032041,,11032041,2000
11043877,,11043877,2000
11044039,,11044039,2000
11050852,,11050852,2000
11055591,,11055591,2000
11056037,,11056037,2000
11056040,,11056040,2000
11056920,,11056920,2000
11066649,,11066649,2000
11070805,,11070805,2000
11079845,PMC2243817,11079845,2000
11079847,PMC2243910,11079847,2000
11079849,PMC2243812,11079849,2000
11079852,PMC2243900,11079852,2000
11079858,PMC2243893,11079858,2000
11079864,PMC2244093,11079864,2000
11079866,PMC2244001,11079866,2000
11079867,PMC2243877,11079867,2000
11079872,PMC2243740,11079872,2000
11079878,PMC2243711,11079878,2000
11079882,PMC2244058,11079882,2000
11079893,PMC2243943,11079893,2000
11079894,PMC2243761,11079894,2000
11079899,PMC2243952,11079899,2000
11079903,PMC2244076,11079903,2000
11079905,PMC2243855,11079905,2000
11079909,PMC2244023,11079909,2000
11079917,PMC2243937,11079917,2000
11079919,PMC2243935,11079919,2000
11079929,PMC2243733,11079929,2000
11079930,PMC2244027,11079930,2000
11079933,PMC2244130,11079933,2000
11079951,PMC2243766,11079951,2000
11079952,PMC2243843,11079952,2000
11079953,PMC2244078,11079953,2000
11079958,PMC2243879,11079958,2000
11079960,PMC2243965,11079960,2000
11079963,PMC2243832,11079963,2000
11079965,PMC2243916,11079965,2000
11079969,PMC2243906,11079969,2000
11079970,PMC2243964,11079970,2000
11079977,PMC2243933,11079977,2000
11079978,PMC2243816,11079978,2000
11079979,PMC2243914,11079979,2000
11079986,PMC2243774,11079986,2000
11079987,PMC2243789,11079987,2000
11079990,PMC2243803,11079990,2000
11079998,PMC2244105,11079998,2000
11080004,PMC2244024,11080004,2000
11080006,PMC2243881,11080006,2000
11080007,PMC2243940,11080007,2000
11080011,PMC2243724,11080011,2000
11080018,PMC2244081,11080018,2000
11080019,PMC2243822,11080019,2000
11080021,PMC2243981,11080021,2000
11080851,,11080851,2000
11084227,,11084227,2000
11084405,,11084405,2000
11084714,,11084714,2000
11088137,,11088137,2000
11089858,,11089858,2000
11091764,,11091764,2000
11091765,,11091765,2000
11092131,,11092131,2000
11092926,,11092926,2000
11101824,,11101824,2000
11102292,PMC1240158,11102292,2000
11103715,,11103715,2000
11104543,,11104543,2000
11110126,,11110126,2000
11110127,,11110127,2000
11110131,,11110131,2000
11110132,,11110132,2000
11110133,,11110133,2000
11112255,,11112255,2000
11112260,,11112260,2000
11112396,,11112396,2000
11112398,,11112398,2000
11112506,,11112506,2000
11119305,PMC2448385,11119305,2000
11120680,,11120680,2000
11121522,,11121522,2000
11125149,,11125149,2000
11125150,,11125150,2000
11125868,,11125868,2000
11126941,,11126941,2000
11127838,,11127838,2000
11130922,,11130922,2000
11130923,,11130923,2000
11130924,,11130924,2000
11130925,,11130925,2000
11131495,,11131495,2000
11137471,,11137471,2000
11147306,,11147306,2000
11147307,,11147307,2000
11151623,,11151623,2000
11151625,,11151625,2000
11156189,,11156189,2000
11156193,,11156193,2000
11159331,,11159331,2000
11159334,,11159334,2000
11184582,,11184582,2000
11185378,PMC1240142,11185378,2000
11185419,,11185419,2000
11185420,,11185420,2000
11185421,,11185421,2000
11185422,,11185422,2000
11187498,,11187498,2000
11187516,,11187516,2000
11187530,,11187530,2000
11187538,,11187538,2000
11187548,,11187548,2000
11187550,,11187550,2000
11187555,,11187555,2000
11187561,,11187561,2000
11187580,,11187580,2000
11187589,,11187589,2000
11187593,,11187593,2000
11187594,,11187594,2000
11187596,,11187596,2000
11187616,,11187616,2000
11187642,,11187642,2000
11187644,,11187644,2000
11187645,,11187645,2000
11187646,,11187646,2000
11187647,,11187647,2000
11187648,,11187648,2000
11187650,,11187650,2000
11187651,,11187651,2000
11187652,,11187652,2000
11187653,,11187653,2000
11187654,,11187654,2000
11187656,,11187656,2000
11187658,,11187658,2000
11187661,,11187661,2000
11187662,,11187662,2000
11187664,,11187664,2000
11187666,,11187666,2000
11187667,,11187667,2000
11187669,,11187669,2000
11187672,,11187672,2000
11187676,,11187676,2000
11187679,,11187679,2000
11188725,,11188725,2000
11190887,,11190887,2000
11195934,,11195934,2000
11195935,,11195935,2000
11195936,,11195936,2000
11195937,,11195937,2000
11195938,,11195938,2000
11195939,,11195939,2000
11198187,,11198187,2000
11200125,,11200125,2000
11204850,PMC3208380,11204850,2000
11208275,,11208275,2000
11209747,,11209747,2000
11213802,,11213802,2000
11214492,,11214492,2000
11221647,,11221647,2000
11259936,,11259936,2000
11268471,,11268471,2000
11273443,,11273443,2000
11285846,,11285846,2000
11291938,,11291938,2000
11291947,,11291947,2000
11307862,,11307862,2000
11321699,,11321699,2000
11348581,,11348581,2000
11348586,,11348586,2000
11348587,,11348587,2000
11409917,,11409917,2000
11465057,,11465057,2000
11469620,,11469620,2000
11542871,,11542871,2000
11543428,,11543428,2000
11700589,,11700589,2000
12192684,,12192684,2000
12583128,,12583128,2000
16986040,PMC1557464,16986040,2000
17839147,,17839147,2000
18034139,,18034139,2000
18249756,,18249756,2000
18249798,,18249798,2000
18255468,,18255468,2000
20156019,,20156019,2000
22477211,PMC2755450,22477211,2000
AGR:IND23096975,,,2000
ETH:314320,,,2000
PAT:AU785341B,,,2000
PAT:EP2224366,,,2000
PAT:US2001047125,,,2000
PMC1118412,PMC1118412,,2000
PMC1408061,PMC1408061,,2000
PMC1753139,PMC1753139,,2000
PMC1756279,PMC1756279,,2000
PMC61478,PMC61478,,2000
11084231,,11084231,2001
11093258,,11093258,2001
11093259,,11093259,2001
11113652,,11113652,2001
11154871,,11154871,2001
11154872,,11154872,2001
11154873,,11154873,2001
11154874,,11154874,2001
11154875,,11154875,2001
11154876,,11154876,2001
11154877,,11154877,2001
11154878,,11154878,2001
11154879,,11154879,2001
11154880,,11154880,2001
11154881,,11154881,2001
11154882,,11154882,2001
11154883,,11154883,2001
11154884,,11154884,2001
11154885,,11154885,2001
11154886,,11154886,2001
11154887,,11154887,2001
11154888,,11154888,2001
11154889,,11154889,2001
11154890,,11154890,2001
11154891,,11154891,2001
11154892,,11154892,2001
11154893,,11154893,2001
11154894,,11154894,2001
11154895,,11154895,2001
11154896,,11154896,2001
11157082,PMC6762322,11157082,2001
11159418,PMC1301249,11159418,2001
11165217,,11165217,2001
11165363,,11165363,2001
11177440,,11177440,2001
11201756,,11201756,2001
11205970,,11205970,2001
11213216,,11213216,2001
11215022,,11215022,2001
11225572,PMC1723857,11225572,2001
11225573,PMC1723860,11225573,2001
11225574,PMC1723862,11225574,2001
11225575,PMC1723866,11225575,2001
11225576,PMC1723823,11225576,2001
11225577,PMC1723827,11225577,2001
11225578,PMC1723833,11225578,2001
11225579,PMC1723838,11225579,2001
11225580,PMC1723842,11225580,2001
11225581,PMC1723847,11225581,2001
11225582,PMC1723850,11225582,2001
11229402,,11229402,2001
11230170,PMC311041,11230170,2001
11230383,PMC134554,11230383,2001
11230385,PMC134556,11230385,2001
11236888,,11236888,2001
11244187,,11244187,2001
11254390,,11254390,2001
11255576,,11255576,2001
11259881,,11259881,2001
11259882,,11259882,2001
11259883,,11259883,2001
11259884,,11259884,2001
11262950,,11262950,2001
11262957,,11262957,2001
11262965,,11262965,2001
11262971,,11262971,2001
11269246,,11269246,2001
11275432,,11275432,2001
11280631,,11280631,2001
11287633,PMC31914,11287633,2001
11290567,PMC1891900,11290567,2001
11300215,,11300215,2001
11300217,,11300217,2001
11305940,PMC31481,11305940,2001
11309764,,11309764,2001
11310153,,11310153,2001
11310155,,11310155,2001
11310157,,11310157,2001
11310159,,11310159,2001
11310551,,11310551,2001
11311746,,11311746,2001
11317719,,11317719,2001
11317735,,11317735,2001
11317760,,11317760,2001
11317765,,11317765,2001
11317780,,11317780,2001
11317786,,11317786,2001
11317790,,11317790,2001
11317806,,11317806,2001
11317818,,11317818,2001
11317822,,11317822,2001
11317828,,11317828,2001
11318498,,11318498,2001
11324336,,11324336,2001
11325499,,11325499,2001
11325505,,11325505,2001
11327501,,11327501,2001
11331240,,11331240,2001
11337946,PMC31722,11337946,2001
11337949,PMC31725,11337949,2001
11341567,,11341567,2001
11341571,,11341571,2001
11343429,,11343429,2001
11347422,,11347422,2001
11347439,,11347439,2001
11348841,,11348841,2001
11348842,,11348842,2001
11348843,,11348843,2001
11348844,,11348844,2001
11348845,,11348845,2001
11348846,,11348846,2001
11352604,,11352604,2001
11352606,,11352606,2001
11359648,,11359648,2001
11370897,,11370897,2001
11377147,,11377147,2001
11377148,,11377148,2001
11377149,,11377149,2001
11377150,,11377150,2001
11377151,,11377151,2001
11381834,,11381834,2001
11382961,,11382961,2001
11384848,,11384848,2001
11386146,,11386146,2001
11395433,,11395433,2001
11401763,PMC1240311,11401763,2001
11403032,PMC4617816,11403032,2001
11408323,,11408323,2001
11410056,,11410056,2001
11411163,,11411163,2001
11411294,,11411294,2001
11411629,,11411629,2001
11411630,,11411630,2001
11411631,,11411631,2001
11411632,,11411632,2001
11411633,,11411633,2001
11411634,,11411634,2001
11411635,,11411635,2001
11411637,,11411637,2001
11413909,,11413909,2001
11414932,,11414932,2001
11417201,,11417201,2001
11418539,PMC130077,11418539,2001
11418542,PMC130080,11418542,2001
11420990,,11420990,2001
11420994,,11420994,2001
11433545,,11433545,2001
11433549,,11433549,2001
11440598,,11440598,2001
11457944,,11457944,2001
11459349,,11459349,2001
11461300,,11461300,2001
11465463,,11465463,2001
11468458,,11468458,2001
11468479,,11468479,2001
11470212,,11470212,2001
11470213,,11470213,2001
11470214,,11470214,2001
11470215,,11470215,2001
11470216,,11470216,2001
11470217,,11470217,2001
11470218,,11470218,2001
11470219,,11470219,2001
11471971,,11471971,2001
11472995,,11472995,2001
11472998,,11472998,2001
11473015,,11473015,2001
11473198,,11473198,2001
11474972,,11474972,2001
11474975,,11474975,2001
11475771,,11475771,2001
11478000,,11478000,2001
11482765,,11482765,2001
11483582,PMC311121,11483582,2001
11483679,,11483679,2001
11494767,,11494767,2001
11496752,,11496752,2001
11499086,,11499086,2001
11508980,,11508980,2001
11511337,PMC37409,11511337,2001
11512299,,11512299,2001
11515411,,11515411,2001
11515942,,11515942,2001
11515944,,11515944,2001
11518660,,11518660,2001
11518662,,11518662,2001
11518663,,11518663,2001
11518667,,11518667,2001
11522212,,11522212,2001
11524226,,11524226,2001
11524346,,11524346,2001
11552515,,11552515,2001
11552691,,11552691,2001
11557880,,11557880,2001
11557883,,11557883,2001
11558895,,11558895,2001
11560065,,11560065,2001
11560294,,11560294,2001
11563528,,11563528,2001
11563530,,11563530,2001
11564236,,11564236,2001
11564238,,11564238,2001
11567718,,11567718,2001
11569548,,11569548,2001
11577819,,11577819,2001
11579224,,11579224,2001
11580367,,11580367,2001
11583922,,11583922,2001
11583923,,11583923,2001
11583924,,11583924,2001
11583925,,11583925,2001
11586935,,11586935,2001
11599083,,11599083,2001
11600071,PMC1088851,11600071,2001
11604028,,11604028,2001
11604714,,11604714,2001
11604718,,11604718,2001
11604724,,11604724,2001
11604725,PMC4296525,11604725,2001
11604733,,11604733,2001
11604734,,11604734,2001
11604737,,11604737,2001
11604744,,11604744,2001
11604747,,11604747,2001
11604749,,11604749,2001
11604750,,11604750,2001
11604774,,11604774,2001
11604776,,11604776,2001
11604777,,11604777,2001
11604783,,11604783,2001
11604785,,11604785,2001
11604787,,11604787,2001
11604789,,11604789,2001
11604790,,11604790,2001
11604791,,11604791,2001
11604792,,11604792,2001
11604798,,11604798,2001
11604801,,11604801,2001
11604806,,11604806,2001
11604810,,11604810,2001
11604826,,11604826,2001
11604873,,11604873,2001
11604891,,11604891,2001
11604947,,11604947,2001
11604948,,11604948,2001
11604960,,11604960,2001
11606816,,11606816,2001
11673116,PMC1240437,11673116,2001
11673654,PMC3851640,11673654,2001
11679272,,11679272,2001
11680274,,11680274,2001
11680275,,11680275,2001
11680276,,11680276,2001
11681348,,11681348,2001
11681750,,11681750,2001
11681751,,11681751,2001
11681752,,11681752,2001
11681755,,11681755,2001
11681756,,11681756,2001
11684484,,11684484,2001
11687564,PMC130067,11687564,2001
11690061,,11690061,2001
11696968,,11696968,2001
11700161,,11700161,2001
11704346,,11704346,2001
11704438,,11704438,2001
11704439,,11704439,2001
11704440,,11704440,2001
11704441,,11704441,2001
11705413,,11705413,2001
11709102,,11709102,2001
11709810,,11709810,2001
11709811,,11709811,2001
11709812,,11709812,2001
11709813,,11709813,2001
11709814,,11709814,2001
11718425,,11718425,2001
11720961,PMC1761898,11720961,2001
11720964,PMC1761900,11720964,2001
11724734,,11724734,2001
11728961,,11728961,2001
11730212,,11730212,2001
11734387,,11734387,2001
11734390,,11734390,2001
11734393,,11734393,2001
11734395,,11734395,2001
11734396,,11734396,2001
11734397,,11734397,2001
11734398,,11734398,2001
11735981,,11735981,2001
11742071,PMC64998,11742071,2001
11762901,,11762901,2001
11765847,,11765847,2001
11765848,,11765848,2001
11765850,,11765850,2001
11765851,,11765851,2001
11765853,,11765853,2001
11765855,,11765855,2001
11765856,,11765856,2001
11766954,,11766954,2001
11767220,,11767220,2001
11770920,,11770920,2001
11776294,,11776294,2001
11776732,,11776732,2001
11776733,,11776733,2001
11776735,,11776735,2001
11776737,,11776737,2001
11776738,,11776738,2001
11776739,,11776739,2001
11776740,,11776740,2001
11776741,,11776741,2001
11783711,,11783711,2001
11785173,,11785173,2001
11790276,,11790276,2001
11791229,,11791229,2001
11793770,,11793770,2001
11793771,,11793771,2001
11797549,,11797549,2001
11797758,,11797758,2001
11799575,,11799575,2001
11811830,,11811830,2001
11811836,,11811836,2001
11813803,,11813803,2001
11824191,,11824191,2001
11825146,PMC2243332,11825146,2001
11825160,PMC2243419,11825160,2001
11825167,PMC2243368,11825167,2001
11825176,PMC2243418,11825176,2001
11825181,PMC2243348,11825181,2001
11825183,PMC2243380,11825183,2001
11825186,PMC2243631,11825186,2001
11825188,PMC2243304,11825188,2001
11825190,PMC2243575,11825190,2001
11825203,PMC2243528,11825203,2001
11825206,PMC2243416,11825206,2001
11825207,PMC2243525,11825207,2001
11825210,PMC2243313,11825210,2001
11825213,PMC2243354,11825213,2001
11825231,PMC2243376,11825231,2001
11825238,PMC2243386,11825238,2001
11825239,PMC2243599,11825239,2001
11825256,PMC2243450,11825256,2001
11825258,PMC2243646,11825258,2001
11825260,PMC2243392,11825260,2001
11825261,PMC2243264,11825261,2001
11825263,PMC2243544,11825263,2001
11825264,PMC2243391,11825264,2001
11825277,PMC2243686,11825277,2001
11825289,PMC2243292,11825289,2001
11831620,,11831620,2001
11833483,PMC2243467,11833483,2001
11835484,,11835484,2001
11838239,PMC10361199,11838239,2001
11852435,,11852435,2001
11852436,,11852436,2001
11852437,,11852437,2001
11852438,,11852438,2001
11852439,,11852439,2001
11852440,,11852440,2001
11889740,,11889740,2001
11977807,,11977807,2001
12021476,,12021476,2001
12123151,,12123151,2001
12180464,,12180464,2001
12198757,,12198757,2001
12198762,,12198762,2001
12212434,,12212434,2001
12472062,,12472062,2001
12958920,,12958920,2001
12958921,,12958921,2001
16200731,,16200731,2001
16985998,PMC1476076,16985998,2001
18241382,,18241382,2001
18244843,,18244843,2001
18249907,,18249907,2001
18249944,,18249944,2001
18628869,PMC2447228,18628869,2001
20084204,PMC2804450,20084204,2001
20824156,PMC2932458,20824156,2001
25210210,PMC4157835,25210210,2001
30313006,PMC6220610,30313006,2001
AGR:IND22563605,,,2001
AGR:IND23255472,,,2001
AGR:IND23305212,,,2001
CIT:488919,,,2001
ETH:652170,,,2001
PAT:US2002034760,,,2001
PAT:WO0187402,,,2001
PAT:WO0191691,,,2001
PMC1083952,PMC1083952,,2001
PMC1120692,PMC1120692,,2001
PMC1284844,PMC1284844,,2001
PMC1314094,PMC1314094,,2001
PMC2243266,PMC2243266,,2001
PMC2243302,PMC2243302,,2001
PMC2243580,PMC2243580,,2001
PMC2243612,PMC2243612,,2001
PMC2243651,PMC2243651,,2001
PMC2243652,PMC2243652,,2001
PMC2243660,PMC2243660,,2001
PMC2447210,PMC2447210,,2001
PMC2731498,PMC2731498,,2001
11738638,,11738638,2002
11747539,,11747539,2002
11755753,,11755753,2002
11771659,,11771659,2002
11779681,,11779681,2002
11779682,,11779682,2002
11779683,,11779683,2002
11779684,,11779684,2002
11779685,,11779685,2002
11779686,,11779686,2002
11781554,,11781554,2002
11786036,,11786036,2002
11786909,,11786909,2002
11792450,,11792450,2002
11795822,,11795822,2002
11802913,,11802913,2002
11806040,,11806040,2002
11808201,,11808201,2002
11809317,,11809317,2002
11814636,,11814636,2002
11814811,,11814811,2002
11827135,,11827135,2002
11830366,,11830366,2002
11830367,,11830367,2002
11830368,,11830368,2002
11830369,,11830369,2002
11830370,,11830370,2002
11835218,,11835218,2002
11836224,,11836224,2002
11842521,,11842521,2002
11848691,,11848691,2002
11849962,,11849962,2002
11851371,,11851371,2002
11852444,,11852444,2002
11854507,PMC122328,11854507,2002
11861627,PMC344569,11861627,2002
11861628,PMC344570,11861628,2002
11861630,PMC344572,11861630,2002
11865672,,11865672,2002
11868916,,11868916,2002
11873840,,11873840,2002
11874136,,11874136,2002
11874384,PMC1874316,11874384,2002
11878284,,11878284,2002
11879989,,11879989,2002
11879990,,11879990,2002
11879991,,11879991,2002
11879992,,11879992,2002
11879993,,11879993,2002
11886703,,11886703,2002
11894217,,11894217,2002
11896232,,11896232,2002
11911044,,11911044,2002
11911795,,11911795,2002
11916991,,11916991,2002
11918212,,11918212,2002
11922947,,11922947,2002
11924738,,11924738,2002
11924739,,11924739,2002
11925684,,11925684,2002
11928508,,11928508,2002
11928516,,11928516,2002
11929101,,11929101,2002
11933763,,11933763,2002
11934295,,11934295,2002
11935984,,11935984,2002
11935986,,11935986,2002
11936959,,11936959,2002
11936965,,11936965,2002
11943758,PMC1084065,11943758,2002
11956033,PMC1761926,11956033,2002
11958484,,11958484,2002
11958959,,11958959,2002
11971890,PMC344589,11971890,2002
11972320,PMC107726,11972320,2002
11972908,,11972908,2002
11972909,,11972909,2002
11972910,,11972910,2002
11972914,,11972914,2002
11975446,,11975446,2002
11976777,,11976777,2002
11986146,PMC2845853,11986146,2002
11989803,,11989803,2002
11994122,,11994122,2002
12005872,,12005872,2002
12008137,,12008137,2002
12009259,,12009259,2002
12009260,,12009260,2002
12009261,,12009261,2002
12009262,,12009262,2002
12009263,,12009263,2002
12009264,,12009264,2002
12011395,PMC128581,12011395,2002
12011407,PMC128598,12011407,2002
12015232,,12015232,2002
12015889,,12015889,2002
12022553,,12022553,2002
12026120,,12026120,2002
12026134,,12026134,2002
12026136,,12026136,2002
12026141,,12026141,2002
12026142,,12026142,2002
12031602,,12031602,2002
12031603,,12031603,2002
12031604,,12031604,2002
12031605,,12031605,2002
12031606,,12031606,2002
12032482,,12032482,2002
12033269,,12033269,2002
12035123,,12035123,2002
12035125,,12035125,2002
12035126,,12035126,2002
12035127,,12035127,2002
12039738,PMC123922,12039738,2002
12044737,,12044737,2002
12044997,,12044997,2002
12045665,,12045665,2002
12050065,,12050065,2002
12050067,,12050067,2002
12051849,,12051849,2002
12052147,,12052147,2002
12055728,,12055728,2002
12058615,,12058615,2002
12059522,,12059522,2002
12060983,,12060983,2002
12060996,,12060996,2002
12061125,,12061125,2002
12066281,,12066281,2002
12069760,,12069760,2002
12069761,,12069761,2002
12069762,,12069762,2002
12069763,,12069763,2002
12069764,,12069764,2002
12071623,,12071623,2002
12074379,,12074379,2002
12075665,,12075665,2002
12075666,,12075666,2002
12075667,,12075667,2002
12075668,,12075668,2002
12079544,,12079544,2002
12081653,,12081653,2002
12085588,,12085588,2002
12085647,,12085647,2002
12085659,,12085659,2002
12087123,PMC403635,12087123,2002
12092586,,12092586,2002
12097261,,12097261,2002
12097862,,12097862,2002
12101875,PMC2690106,12101875,2002
12106563,PMC7679634,12106563,2002
12107028,,12107028,2002
12108774,,12108774,2002
12115811,,12115811,2002
12117801,,12117801,2002
12122030,,12122030,2002
12125888,,12125888,2002
12132125,,12132125,2002
12132945,PMC5724592,12132945,2002
12133139,PMC1495078,12133139,2002
12135416,,12135416,2002
12138495,,12138495,2002
12147850,,12147850,2002
12148778,,12148778,2002
12150583,,12150583,2002
12151062,,12151062,2002
12151321,PMC1084218,12151321,2002
12162184,,12162184,2002
12163066,,12163066,2002
12166754,PMC3043435,12166754,2002
12169525,,12169525,2002
12169532,,12169532,2002
12169535,,12169535,2002
12169544,,12169544,2002
12169554,,12169554,2002
12169557,,12169557,2002
12170350,,12170350,2002
12171633,,12171633,2002
12171637,,12171637,2002
12174604,,12174604,2002
12175177,,12175177,2002
12175862,,12175862,2002
12176830,,12176830,2002
12176832,,12176832,2002
12176836,,12176836,2002
12180170,,12180170,2002
12180171,,12180171,2002
12180172,,12180172,2002
12180173,,12180173,2002
12180406,,12180406,2002
12180558,,12180558,2002
12180603,PMC1888377,12180603,2002
12182211,,12182211,2002
12184841,,12184841,2002
12184846,,12184846,2002
12184850,,12184850,2002
12185209,,12185209,2002
12185751,,12185751,2002
12192400,,12192400,2002
12195865,PMC4953397,12195865,2002
12201428,,12201428,2002
12209379,,12209379,2002
12214886,,12214886,2002
12218808,,12218808,2002
12223504,PMC346639,12223504,2002
12225620,PMC129981,12225620,2002
12233015,,12233015,2002
12234040,,12234040,2002
12234714,,12234714,2002
12234715,,12234715,2002
12234716,,12234716,2002
12234717,,12234717,2002
12234718,,12234718,2002
12234719,,12234719,2002
12234720,,12234720,2002
12234721,,12234721,2002
12234722,,12234722,2002
12235440,,12235440,2002
12235625,,12235625,2002
12244469,,12244469,2002
12270230,PMC2845173,12270230,2002
12322994,,12322994,2002
12349930,,12349930,2002
12351204,,12351204,2002
12368251,PMC187532,12368251,2002
12369461,,12369461,2002
12370953,,12370953,2002
12370954,,12370954,2002
12370956,,12370956,2002
12370957,,12370957,2002
12370958,,12370958,2002
12370962,,12370962,2002
12370963,,12370963,2002
12372664,,12372664,2002
12374312,,12374312,2002
12375412,,12375412,2002
12376371,,12376371,2002
12377139,,12377139,2002
12379939,,12379939,2002
12384608,PMC137150,12384608,2002
12385512,,12385512,2002
12385981,,12385981,2002
12385987,,12385987,2002
12385996,,12385996,2002
12386003,,12386003,2002
12386113,PMC349379,12386113,2002
12386493,,12386493,2002
12390900,PMC1763092,12390900,2002
12395423,,12395423,2002
12395945,,12395945,2002
12396330,,12396330,2002
12398348,,12398348,2002
12400165,,12400165,2002
12403994,,12403994,2002
12405069,,12405069,2002
12407212,,12407212,2002
12409602,,12409602,2002
12414708,PMC1302360,12414708,2002
12415721,,12415721,2002
12421757,PMC187551,12421757,2002
12422952,,12422952,2002
12424806,,12424806,2002
12424807,,12424807,2002
12424809,,12424809,2002
12424810,,12424810,2002
12424811,,12424811,2002
12429057,PMC244919,12429057,2002
12435534,,12435534,2002
12436914,,12436914,2002
12439717,PMC2408896,12439717,2002
12442768,,12442768,2002
12446078,,12446078,2002
12446079,,12446079,2002
12446080,,12446080,2002
12446081,,12446081,2002
12446082,,12446082,2002
12451816,,12451816,2002
12451852,,12451852,2002
12451853,,12451853,2002
12451857,,12451857,2002
12451860,,12451860,2002
12451866,,12451866,2002
12460627,,12460627,2002
